iter	M_lnV_dist(1)	M_lnk_e(1)	M_lnk_a(1)	V_lnV_dist(1)	V_lnk_e(1)	V_lnk_a(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnk_a(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnk_a(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnk_a(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	lnk_a(1.2.1)	LnPrior	LnData	LnPosterior
5730	-1.41319	-1.48359	-2.67838	0.29404	0.0495781	0.755057	0.429294	-0.701492	-1.37381	-2.1312	-0.295055	-1.13759	-0.885628	-1.79906	-1.59138	-2.99201	-1.1529	-1.95901	-2.12314	-1.143966e+01	-3.859544e+01	-5.003510e+01
5740	-1.29839	-1.65782	-2.321	0.167458	0.102833	0.111016	0.457284	-1.08957	-1.57459	-1.83325	-1.11717	-1.22507	-1.45109	-1.27339	-1.86805	-2.34539	-1.84282	-1.95901	-1.79942	-1.875684e+00	-3.747201e+01	-3.934769e+01
5750	-1.95606	-1.27928	-0.844344	0.196626	0.102833	0.463657	0.493091	-1.66843	-1.43164	-0.993425	-1.53803	-1.39162	-0.775888	-1.91991	-1.37846	-1.96804	-1.38722	-1.65369	-1.46214	-4.347162e+00	-3.627122e+01	-4.061838e+01
5760	-1.533	-1.56106	-1.73431	0.252007	0.191481	0.113785	0.470227	-2.07115	-1.65181	-1.15793	-1.68758	-1.45007	-0.997967	-1.87937	-1.47958	-1.72547	-1.59124	-1.2797	-2.24487	-3.349801e+00	-3.701020e+01	-4.036000e+01
5770	-1.79509	-1.90706	-1.45609	0.461133	0.103452	0.165407	0.477044	-1.43111	-1.78216	-1.55291	-1.30981	-1.54889	-2.10515	-1.83992	-2.07281	-1.72547	-2.0889	-3.21819	-1.76409	-9.045753e+00	-3.678007e+01	-4.582582e+01
5780	-0.739758	-1.28469	-1.45609	0.262741	0.103452	0.210389	0.496265	-0.368351	-1.35978	-1.45525	-0.421444	-0.787704	-0.916619	-0.551203	-0.932209	-2.37602	-1.07143	-0.820285	-2.84079	-6.276396e+00	-3.617572e+01	-4.245211e+01
5790	-1.10395	-0.590559	-1.74033	0.270506	0.8041	0.164138	0.498724	-0.648647	-0.523787	-1.8516	-0.650262	-2.12427	-2.20701	-1.38654	-0.812624	-2.3072	-1.59672	-0.14933	-2.54405	-1.070017e+01	-3.610286e+01	-4.680303e+01
5800	-1.35082	-0.0227924	-1.95263	0.188208	0.328315	0.102318	0.481618	-1.79224	-0.574809	-1.74749	-1.76649	-0.124812	-1.99724	-1.37522	-1.15674	-1.80956	-1.87791	-1.05416	-1.00935	-6.945136e+00	-3.663047e+01	-4.357560e+01
5810	-1.76359	-0.280502	-1.13593	0.0912742	0.307318	0.212475	0.490282	-1.94887	-0.0059817	-1.11584	-1.94457	-0.525022	-1.43279	-2.06556	-0.585619	-1.1972	-2.03355	-1.09363	-1.11649	-4.197559e-01	-3.635711e+01	-3.677687e+01
5820	-2.08644	-0.602161	-0.781984	0.278892	0.273024	0.177187	0.449945	-1.30667	-0.928125	-1.06283	-1.58391	-1.86909	-1.14196	-1.70758	-1.26356	-0.113023	-1.4198	-0.884843	-0.20625	-6.965883e+00	-3.774930e+01	-4.471518e+01
5830	-1.9365	-0.479762	-0.377153	0.0924371	0.1343	0.173383	0.475471	-1.97681	-0.961329	-0.088455	-1.90443	-0.365897	-0.15556	-1.63506	-0.0626557	-0.415741	-0.737788	-0.499804	-0.49695	-3.044286e+00	-3.683243e+01	-3.987671e+01
5840	-1.92939	-0.481222	-0.858196	0.0552405	1.10902	0.159202	0.499269	-1.67327	-1.10757	-0.156502	-2.03253	-2.7167	-0.252414	-1.91024	-0.405801	-0.508195	-1.84427	-0.656989	-0.238214	-8.409596e+00	-3.608682e+01	-4.449642e+01
5850	-1.82667	-1.48933	-0.426312	0.567861	1.22392	0.438598	0.492355	-1.5685	-2.76445	-0.0130793	-2.06005	-4.42036	-0.262815	-1.73346	-1.64319	-0.0956589	-2.1059	-1.25231	-0.270072	-1.635893e+01	-3.629360e+01	-5.265253e+01
5860	-1.1243	-0.0758975	-0.854801	0.0914343	1.80904	0.170702	0.443049	-1.0762	-2.25114	-0.90392	-0.70031	-3.12715	-1.02989	-1.78025	-0.909363	-0.643683	-1.74154	-0.636858	-0.711912	-1.188328e+01	-3.802064e+01	-4.990392e+01
5870	-1.65358	-2.16678	-0.0317957	0.636955	0.506029	0.391094	0.468724	-1.83448	-1.15958	-0.630458	-0.931212	-1.06417	-0.79162	-1.77765	-2.62575	-0.465777	-2.01536	-3.08069	-0.739934	-1.263655e+01	-3.706216e+01	-4.969871e+01
5880	-1.65474	-2.46112	-0.53423	0.56782	0.134236	0.0778155	0.475808	-1.9449	-2.26947	-0.51912	-1.38929	-1.79239	-0.724697	-2.10374	-2.26809	-0.936194	-1.52499	-1.70822	-1.20367	-4.926183e+00	-3.682117e+01	-4.174736e+01
5890	-1.92709	-1.8822	-0.269947	0.581908	0.200009	0.293422	0.487805	-0.608845	-1.86095	-0.00297993	-1.38244	-1.52791	-0.498585	-1.34757	-1.4968	-0.422368	-1.44392	-0.827353	-0.273211	-8.949896e+00	-3.643394e+01	-4.538383e+01
5900	-1.5061	-1.68802	-0.027368	0.318664	0.0861429	0.0658734	0.453599	-1.28465	-1.13268	-0.225524	-1.33423	-0.697499	-0.105696	-0.656818	-1.73162	-0.300875	-1.40369	-1.6892	-0.314053	-2.058879e+00	-3.760979e+01	-3.966867e+01
5910	-1.36546	-0.966253	-0.30739	0.214059	0.113245	0.0658734	0.496973	-1.07961	-1.49446	-0.470006	-1.30767	-1.9275	-0.433671	-1.341	-1.21928	-0.58928	-2.1019	-0.920997	-0.654338	-2.038811e+00	-3.615463e+01	-3.819344e+01
5920	-1.62491	-0.510786	-0.265148	0.653987	0.16529	0.16128	0.484305	-1.33588	-0.237768	-0.0522556	-1.61579	-1.07995	-0.184838	-1.15658	-0.293744	-1.19547	-1.63974	-0.430559	-1.29335	-7.879033e+00	-3.654429e+01	-4.442332e+01
5930	-1.58418	-0.962748	-0.996359	0.775152	0.821263	0.192198	0.47783	-1.53892	-0.313862	-0.661923	-1.72726	-1.05618	-0.776681	-1.92942	-0.49624	-1.19547	-1.22263	-0.158858	-1.25921	-1.221192e+01	-3.675411e+01	-4.896603e+01
5940	-2.10023	-1.18976	-0.610105	0.274317	0.240622	0.0805448	0.449043	-1.87694	-1.13227	-0.670654	-1.80495	-1.27208	-0.233162	-2.02218	-1.40314	-0.616407	-1.40766	-1.63634	-1.0089	-1.669479e+00	-3.778415e+01	-3.945363e+01
5950	-1.95709	-1.20643	-0.656033	0.241307	0.330999	0.21376	0.475926	-1.8984	-0.316858	-0.670654	-1.85347	-0.861401	-1.3797	-1.67955	-1.21711	-0.616407	-1.07994	-1.12979	-0.837498	-5.987748e+00	-3.681723e+01	-4.280497e+01
5960	-1.50691	-0.358138	-0.262714	0.203542	0.268757	0.400913	0.475602	-1.05697	-0.829006	-0.217881	-1.41853	-0.791647	-1.17928	-1.5526	-0.447337	-0.673527	-1.15824	-0.362985	-1.24846	-6.331441e+00	-3.682805e+01	-4.315949e+01
5970	-0.795095	-0.481907	-1.09999	0.467557	0.109995	0.826201	0.475586	-0.85721	-0.516546	-0.307545	-1.9143	-0.20401	-0.156206	-0.353238	-0.656277	-1.70276	-1.45653	-0.676928	-1.85309	-1.134925e+01	-3.682858e+01	-4.817783e+01
5980	-1.48501	-0.798859	-0.500636	0.806961	0.131363	0.244445	0.476111	-1.35369	-0.715937	-1.27272	-0.624672	-1.52729	-1.2552	-1.45398	-0.520635	-0.336474	-1.07315	-0.58072	-1.18667	-1.081882e+01	-3.681105e+01	-4.762987e+01
5990	-1.64938	-0.313328	-2.60454	0.67813	0.0953928	0.0996545	0.494365	-1.10472	-0.269807	-1.9506	-0.998884	-0.662978	-1.86777	-1.80377	-0.046533	-2.56433	-1.43888	-0.351804	-2.37579	-4.301023e+00	-3.623267e+01	-4.053370e+01
6000	-1.62952	-0.943281	-3.04101	0.274955	0.323908	0.470238	0.498226	-1.1108	-0.332409	-2.95315	-1.29446	-1.73311	-3.50551	-0.919096	-1.20963	-3.32018	-0.906124	-1.03397	-4.2397	-1.381569e+01	-3.611752e+01	-4.993321e+01
6010	-1.24672	-0.141406	-3.39691	0.347033	0.323908	0.362492	0.477419	-1.28084	-1.13916	-4.31836	-1.31369	-0.153678	-4.00357	-1.23244	-0.491043	-4.67181	-0.851351	-0.346211	-4.4409	-1.341913e+01	-3.676768e+01	-5.018681e+01
6020	-0.681001	-1.3552	-3.06317	1.4627	0.2111	0.280984	0.459183	-0.939366	-0.19837	-3.29631	-0.921859	-0.095467	-4.19666	-0.697939	-1.36401	-2.99716	-0.225628	-2.16747	-2.38377	-1.644945e+01	-3.740215e+01	-5.385161e+01
6030	-0.118535	-1.88979	-3.21952	1.10181	0.3457	0.338253	0.480871	-0.672332	-1.99497	-4.00631	-1.13421	-2.411	-3.94646	-0.10018	-1.18221	-3.97104	-0.321816	-1.00617	-3.73967	-1.389517e+01	-3.665464e+01	-5.054982e+01
6040	-0.522679	-1.64628	-4.4328	1.60772	0.157886	0.211616	0.496409	-0.918474	-0.586566	-4.16874	-1.27173	-0.237694	-4.38365	-0.664373	-2.33758	-4.34024	-1.7111	-2.17241	-4.42014	-1.420828e+01	-3.617143e+01	-5.037971e+01
6050	-0.821207	-1.24903	-4.08231	0.732886	0.157886	0.0652354	0.483827	-0.402738	-1.10296	-4.16064	-1.58589	-1.29873	-4.34022	-0.43476	-1.03956	-4.183	-1.52441	-0.945433	-4.23589	-4.834601e+00	-3.655952e+01	-4.139412e+01
6060	-0.348873	-0.989626	-3.21861	0.175457	0.142363	0.18711	0.452539	-0.804935	-0.513711	-3.76997	-1.64658	-0.820425	-3.62178	-1.10791	-1.76195	-3.84139	-1.26309	-1.56735	-3.96962	-8.364094e+00	-3.764995e+01	-4.601404e+01
6070	-0.587236	-1.0117	-5.24365	0.461484	0.167011	0.273157	0.473494	-0.681826	-1.12909	-4.54566	-1.53678	-1.67982	-4.02797	-1.35598	-0.688142	-5.01397	-1.78755	-0.708893	-5.4585	-9.035966e+00	-3.689882e+01	-4.593479e+01
6080	-1.51743	-1.07698	-5.62943	0.650305	0.12485	0.195684	0.481267	-0.151178	-0.677822	-5.15383	-0.712167	-1.38484	-5.67148	-2.05723	-0.646591	-4.71672	-2.09431	-0.393497	-4.75423	-1.139668e+01	-3.664179e+01	-4.803847e+01
6090	-0.979913	-1.47802	-5.21102	0.497218	0.215228	0.216637	0.479409	-0.334354	-1.55063	-4.98073	-0.662149	-1.55402	-4.8417	-2.07612	-1.78802	-4.90827	-1.77526	-1.5917	-4.39444	-7.416353e+00	-3.670224e+01	-4.411860e+01
6100	-1.1809	-1.41262	-5.90232	0.0808443	0.0961051	0.313767	0.483956	-1.26062	-1.39081	-5.74719	-1.06609	-1.55402	-5.46837	-1.47552	-1.67998	-5.5931	-2.04528	-1.74478	-4.91427	-1.227394e+00	-3.655541e+01	-3.778281e+01
6110	-1.25294	-1.38862	-5.6316	0.442087	0.171572	0.0803224	0.467759	-1.60764	-1.34509	-5.46124	-0.496688	-1.64554	-5.63748	-1.4778	-1.37083	-5.48082	-1.83255	-1.48147	-5.29327	-3.442620e+00	-3.709569e+01	-4.053831e+01
6120	-1.36125	-1.72677	-5.5204	0.115295	0.14038	0.118234	0.461977	-1.3559	-1.60811	-5.68135	-1.57019	-1.88734	-5.63581	-1.35801	-2.20431	-5.25388	-1.32546	-2.23772	-5.37342	1.829666e+00	-3.730070e+01	-3.547103e+01
6130	-1.13667	-1.92626	-5.9135	0.336285	0.0690245	0.200181	0.490033	-1.79755	-1.68881	-5.59343	-1.72618	-1.87152	-5.55861	-0.974067	-1.976	-5.30615	-0.391125	-1.9792	-5.14677	-2.068659e+00	-3.636479e+01	-3.843345e+01
6140	-0.357405	-1.27347	-5.4941	0.424273	0.304356	0.423496	0.486427	-1.46405	-1.33812	-5.16022	-1.31741	-0.937442	-4.94397	-0.631304	-0.521171	-5.34146	-0.736585	-0.088564	-5.41819	-1.039675e+01	-3.647714e+01	-4.687390e+01
6150	-0.637664	-0.906344	-5.6841	0.268722	0.153202	0.0936022	0.486281	-0.958264	-1.23073	-5.28215	-1.67354	-0.267669	-5.29527	-1.66614	-0.176902	-5.344	-1.56579	-0.150834	-5.45012	-7.883614e+00	-3.648174e+01	-4.436535e+01
6160	-1.03312	-0.369159	-5.61265	0.0928637	0.144384	0.0627106	0.476805	-1.26575	-1.11756	-5.37121	-1.10436	-1.32911	-5.12204	-1.51294	-0.346912	-5.49172	-1.58418	-0.774429	-5.68878	-4.922466e-01	-3.678799e+01	-3.728023e+01
6170	-0.768807	-1.34123	-5.61313	0.164558	0.144384	0.485836	0.471323	-1.12202	-0.611809	-5.72532	-1.04626	-0.369807	-5.11352	-1.17044	-1.44517	-5.68641	-1.50037	-0.909082	-4.47376	-7.889998e+00	-3.697262e+01	-4.486262e+01
6180	-1.57227	-2.26808	-4.68942	0.3156	0.144384	0.118777	0.491693	-1.36949	-2.2018	-4.9458	-1.75006	-1.69605	-5.44883	-1.56764	-1.73693	-4.85724	-1.83321	-1.74829	-4.50214	-4.100383e+00	-3.631381e+01	-4.041419e+01
6190	-1.62163	-1.86728	-4.64514	0.226533	0.175473	0.12065	0.497899	-2.10572	-1.47942	-5.22422	-1.46673	-1.72239	-4.47718	-1.17016	-1.92269	-4.37512	-1.22398	-2.47959	-4.30819	-6.168256e+00	-3.612720e+01	-4.229546e+01
6200	-0.930732	-1.17107	-4.37164	0.183751	0.168028	0.12065	0.455195	-1.33894	-0.875396	-4.83948	-1.30379	-1.53612	-4.91677	-1.07543	-1.93094	-3.82168	-1.16885	-2.20848	-3.63851	-5.066115e+00	-3.754975e+01	-4.261587e+01
6210	-1.0205	-1.29705	-4.67477	0.0828353	0.152876	0.161073	0.440893	-1.15347	-1.1878	-4.83948	-0.72894	-1.33749	-5.41085	-1.11351	-0.713903	-4.14003	-0.996682	-0.297391	-3.45484	-3.765312e+00	-3.810772e+01	-4.187303e+01
6220	-0.730637	-1.19969	-5.46077	0.316311	0.270744	0.14859	0.48721	-0.866009	-0.734888	-5.53058	-0.331118	-1.07811	-5.47557	-0.823718	-1.54344	-4.73912	-1.03632	-2.1896	-4.09337	-7.907475e+00	-3.645254e+01	-4.436002e+01
6230	-0.619607	-1.59757	-5.24479	0.16746	0.498472	0.0855571	0.472329	-0.661741	-1.63425	-5.51892	-0.849493	-1.75054	-5.45979	-1.22455	-1.73353	-5.23113	-1.6108	-2.42124	-4.75433	-5.816158e+00	-3.693834e+01	-4.275449e+01
6240	-1.28106	-0.390431	-5.69696	0.0820851	1.83743	0.0899282	0.499492	-1.20437	-0.910375	-5.48389	-1.2787	-0.0704065	-5.3018	-1.40809	-1.53237	-5.88604	-1.47802	-0.564021	-5.8385	-6.496903e+00	-3.608027e+01	-4.257718e+01
6250	-1.22176	-2.81684	-5.87581	0.051531	1.03703	0.105731	0.492505	-1.04171	-2.34115	-5.43061	-0.897468	-1.29545	-5.42626	-1.40942	-0.935257	-5.56636	-1.3285	-0.0187809	-5.60498	-8.115980e+00	-3.628903e+01	-4.440502e+01
6260	-0.274045	-2.13659	-5.70851	0.469404	0.273125	0.337203	0.437756	-0.162444	-2.02078	-5.86205	-0.762247	-2.16187	-5.62911	-0.197976	-2.3874	-5.58589	-0.0985186	-2.53877	-5.22902	-5.485065e+00	-3.823638e+01	-4.372145e+01
6270	-0.790902	-2.30881	-5.02996	0.143693	0.127344	0.187615	0.468325	-0.177654	-2.45092	-5.69974	-0.751978	-1.82186	-5.48154	-0.908661	-2.48671	-4.69764	-0.598907	-2.37495	-4.00835	-5.198656e+00	-3.707598e+01	-4.227464e+01
6280	-0.565092	-2.81556	-4.23584	0.0551812	0.146298	0.114102	0.437634	-0.307749	-3.03844	-4.29498	-0.50485	-3.46261	-4.80799	-0.54208	-3.18788	-4.1873	-0.482453	-2.91898	-4.22286	7.337886e-01	-3.824142e+01	-3.750763e+01
6290	-0.226563	-3.5216	-3.39996	0.049956	0.212096	0.26344	0.474121	-0.248214	-3.04922	-3.48841	-0.308107	-3.21441	-3.52931	-0.131037	-3.26536	-3.58979	-0.447055	-2.73329	-3.98349	-1.624625e+00	-3.687768e+01	-3.850231e+01
6300	-0.772127	-2.82657	-3.90903	0.487884	0.300421	0.216925	0.497193	-0.971512	-2.71732	-3.95253	-0.97719	-2.34288	-4.78028	-0.763765	-3.40682	-3.72583	-0.730051	-3.65268	-3.68451	-8.964725e+00	-3.614812e+01	-4.511284e+01
6310	-1.25882	-2.71977	-3.65609	0.628929	0.586243	0.15223	0.45593	-0.712701	-4.17199	-3.99765	-1.57341	-2.0739	-3.59908	-1.41333	-2.15244	-3.70602	-0.643215	-2.77906	-3.43197	-1.759688e+01	-3.752231e+01	-5.511919e+01
6320	-1.4915	-4.55112	-4.06732	0.119965	0.624685	0.0835423	0.493176	-1.12393	-3.57374	-4.25468	-1.97224	-3.76251	-4.24431	-1.12063	-4.49323	-3.70602	-1.408	-4.9939	-3.65655	-8.634945e+00	-3.626864e+01	-4.490359e+01
6330	-0.668701	-4.56763	-3.99995	1.12244	0.158885	0.082387	0.496707	-0.754407	-5.27294	-3.92308	-0.310206	-5.43793	-4.15754	-0.42733	-3.9338	-4.04689	-1.71953	-3.34609	-3.27574	-1.286777e+01	-3.616254e+01	-4.903031e+01
6340	-0.414597	-3.61076	-4.79762	1.55752	0.356329	0.286184	0.477948	-0.595515	-4.07088	-4.51716	-1.30223	-4.94682	-3.78215	-2.07793	-4.54723	-5.60921	-1.31896	-4.13488	-5.94123	-1.810043e+01	-3.675020e+01	-5.485063e+01
6350	-1.49148	-4.03262	-5.26153	2.64024	0.292168	0.211544	0.466779	-0.769239	-4.78366	-5.1736	-2.06891	-4.91169	-5.17165	-0.25553	-4.06968	-5.20907	-0.147206	-4.55987	-5.19921	-1.391739e+01	-3.712997e+01	-5.104737e+01
6360	-1.74631	-4.17672	-4.78213	0.708377	0.108052	0.162683	0.499639	-1.28419	-4.03569	-4.9473	-1.76958	-4.02599	-4.8739	-1.3182	-4.52368	-5.0186	-0.927479	-4.26407	-5.56665	-5.621477e+00	-3.607597e+01	-4.169744e+01
6370	-1.68777	-4.2582	-4.18601	0.0666894	0.144536	0.516029	0.479134	-1.31447	-3.92373	-5.39509	-2.03778	-4.00309	-5.60588	-1.96942	-4.29832	-4.55977	-2.0364	-3.73892	-4.244	-9.778484e+00	-3.671123e+01	-4.648971e+01
6380	-1.59485	-2.90904	-4.69133	0.0589897	0.512102	0.721753	0.418171	-1.21224	-3.7324	-3.33108	-1.2882	-3.38863	-4.40991	-1.31278	-2.39114	-3.75863	-1.32894	-2.07493	-4.02999	-1.388938e+01	-3.909559e+01	-5.298497e+01
6390	-1.24549	-0.732145	-1.97901	0.0741835	1.67183	0.509854	0.496191	-1.11838	-3.00065	-1.50656	-0.466498	-2.70684	-1.39691	-1.53921	-0.419567	-2.82999	-1.67812	-1.24955	-2.4255	-1.802888e+01	-3.617792e+01	-5.420680e+01
6400	-1.45665	-3.47774	-3.39491	0.146234	2.26395	0.527741	0.446929	-1.8907	-3.90346	-1.92787	-1.80343	-1.21867	-1.65024	-2.02804	-0.376937	-4.8452	-1.89315	-0.25134	-3.33915	-2.585260e+01	-3.786663e+01	-6.371923e+01
6410	-2.04507	-0.00471266	-2.63105	0.325803	3.47598	0.173026	0.446191	-1.82297	-2.47956	-2.0347	-0.319135	-4.97033	-1.45541	-1.63937	-1.34025	-3.0777	-1.30674	-1.76581	-2.98101	-2.133976e+01	-3.789566e+01	-5.923542e+01
6420	-2.02813	-0.944737	-2.55241	0.410263	0.134481	0.354967	0.486144	-1.51877	-0.499309	-3.2917	-1.15212	-1.19056	-3.09418	-0.730187	-1.08369	-2.13439	-0.513774	-1.91887	-2.70214	-1.302080e+01	-3.648606e+01	-4.950686e+01
6430	-1.02046	-0.70756	-1.54396	0.490406	0.404401	0.113508	0.498871	-1.33134	-0.600931	-1.65349	-1.97061	-0.190109	-1.33925	-0.837523	-0.100843	-2.03726	-1.25381	-0.772678	-1.7075	-8.624022e+00	-3.609853e+01	-4.472256e+01
6440	-1.36781	-0.796726	-1.72253	0.53485	0.316798	0.134804	0.498871	-1.12837	-0.265447	-1.35747	-1.33476	-1.17555	-0.823346	-1.44175	-0.440195	-2.03726	-1.77808	-0.250965	-1.99053	-8.678341e+00	-3.609853e+01	-4.477687e+01
6450	-1.77553	-0.00197949	-2.16225	0.103036	0.177469	0.141961	0.459747	-1.966	-0.281666	-2.14519	-1.79512	-0.433937	-1.83191	-1.45863	-0.654368	-2.32034	-1.75102	-0.717424	-1.88102	8.488563e-01	-3.738153e+01	-3.653267e+01
6460	-1.64665	-0.144747	-1.52439	0.13055	0.177469	0.258393	0.439393	-1.62512	-0.144121	-1.74991	-0.800565	-0.329571	-1.52137	-1.53963	-0.0159715	-1.88275	-1.79111	-0.278557	-0.87261	-3.757022e+00	-3.816892e+01	-4.192594e+01
6470	-2.09728	-0.182819	-0.438628	0.2628	0.127827	0.377203	0.449853	-1.14686	-0.13148	-0.482585	-1.26869	-0.505357	-0.33596	-2.00559	-0.0707131	-0.49569	-1.25093	-0.32445	-0.38129	-2.639955e+00	-3.775282e+01	-4.039278e+01
6480	-1.9745	-0.0539917	-0.58429	0.233593	0.129162	0.31446	0.490326	-1.75729	-0.0694832	-0.471537	-1.25256	-0.4624	-0.094931	-1.85923	-0.152005	-0.0212968	-1.31862	-1.05347	-1.55042	-7.023559e+00	-3.635574e+01	-4.337930e+01
6490	-1.85374	-0.123714	-0.885359	0.15464	0.118406	0.105059	0.429698	-1.79566	-0.095094	-0.665407	-1.84538	-0.0166679	-0.842199	-2.04117	-0.0781419	-1.41091	-1.60407	-0.350298	-1.74083	3.235351e+00	-3.857788e+01	-3.534253e+01
6500	-1.2151	-0.862615	-0.92574	0.231266	0.185735	0.192258	0.479966	-1.48284	-0.826824	-0.498565	-1.28087	-0.471887	-0.166146	-1.132	-0.99757	-1.07308	-1.19791	-0.537416	-1.10273	-3.136609e+00	-3.668407e+01	-3.982068e+01
6510	-1.5053	-0.171334	-0.860571	0.182789	0.185735	0.283932	0.450576	-1.64078	-0.379907	-0.692768	-1.48631	-0.699383	-0.650321	-1.45424	-0.148859	-0.630006	-2.09978	-0.0487659	-0.495423	-1.791312e+00	-3.772500e+01	-3.951631e+01
6520	-1.79708	-0.0195381	-1.25259	0.113993	0.0676232	0.0929641	0.44943	-1.96583	-0.0576323	-1.18856	-1.56568	-0.298506	-1.22715	-1.97355	-0.460307	-1.16796	-1.96045	-0.473488	-1.28743	5.329986e+00	-3.776917e+01	-3.243918e+01
6530	-1.63621	-0.356149	-1.7744	0.243028	0.0676232	0.36833	0.474111	-2.08902	-0.0887775	-2.53114	-1.91039	-0.0738303	-1.22144	-1.35462	-0.456266	-1.49926	-1.38245	-0.897673	-1.80547	-6.273987e+00	-3.687803e+01	-4.315201e+01
6540	-1.70228	-0.165483	-1.12294	0.181921	0.0676232	0.118155	0.484981	-1.79324	-0.165349	-1.13678	-1.8593	-0.522984	-0.782918	-1.40724	-0.0562206	-1.41169	-1.70332	-0.32227	-1.52164	2.338038e+00	-3.652280e+01	-3.418476e+01
6550	-1.10881	-0.409621	-1.33763	0.533588	0.0980058	0.0712964	0.468513	-1.38946	-0.32349	-1.40989	-1.86949	-0.0508587	-1.48041	-0.165308	-0.79636	-1.17989	-1.47639	-0.57885	-0.657434	-5.617363e+00	-3.706947e+01	-4.268684e+01
6560	-0.463152	-0.279089	-1.15243	0.231352	0.085749	0.212116	0.447085	-0.780556	-0.105266	-1.53625	-0.732438	-0.464259	-1.79848	-0.463449	-0.459778	-1.16737	-0.292807	-0.339605	-1.92414	-1.409515e+00	-3.786052e+01	-3.927003e+01
6570	-0.406325	-0.781573	-0.708281	0.0427889	0.321095	0.195659	0.458932	-0.352163	-1.23525	-1.05826	-0.329052	-2.00904	-1.09671	-0.734933	-1.80819	-1.29814	-0.458689	-1.01435	-0.859128	-8.075090e+00	-3.741135e+01	-4.548644e+01
6580	-1.20932	-1.31693	-1.28791	0.0906619	0.231764	0.101377	0.475711	-0.815353	-1.62013	-1.16081	-0.844415	-2.29884	-0.952562	-1.02638	-1.5459	-1.20045	-1.14522	-0.712036	-1.10335	-1.955028e+00	-3.682441e+01	-3.877943e+01
6590	-1.31665	-0.90803	-1.09473	0.081847	0.14931	0.0674362	0.483215	-1.23169	-1.23862	-1.10728	-0.930566	-1.04607	-1.42013	-1.08888	-0.163579	-1.28203	-0.868999	-0.0135276	-1.1979	3.996236e-01	-3.657909e+01	-3.617947e+01
6600	-2.03968	-0.235022	-1.44278	0.271784	0.169314	0.0674362	0.486524	-1.79846	-0.519886	-1.27823	-1.35896	-0.83615	-1.54851	-1.8692	-0.416558	-1.44504	-0.833339	-1.09238	-1.21312	-2.191482e+00	-3.647407e+01	-3.866555e+01
6610	-1.82551	-1.11262	-1.18369	0.284816	0.253413	0.0674362	0.44593	-1.72181	-1.11911	-1.6046	-1.72816	-0.597638	-1.43055	-1.74482	-1.64669	-1.20099	-1.51287	-1.31925	-1.21863	-2.708938e+00	-3.790595e+01	-4.061489e+01
6620	-1.89554	-1.80389	-1.50806	0.0990718	0.20164	0.181379	0.497445	-1.71488	-1.3484	-1.62821	-1.90263	-0.918771	-1.68636	-1.45432	-1.64669	-1.52596	-1.49296	-1.1578	-0.861648	-2.576688e+00	-3.614064e+01	-3.871732e+01
6630	-1.40854	-1.78483	-1.0598	0.0967398	0.150682	0.41568	0.414478	-1.58495	-1.9671	-0.478605	-1.48092	-2.01987	-1.10742	-1.71943	-1.51361	-1.64041	-1.58831	-1.48123	-0.796211	-3.964439e+00	-3.926916e+01	-4.323360e+01
6640	-1.60148	-1.00166	-1.48176	0.0962028	0.396653	0.11957	0.439707	-1.67929	-0.298951	-1.27272	-2.06676	-0.186723	-1.41652	-1.89268	-0.893024	-1.31893	-1.59253	-1.33546	-2.38138	-7.037488e+00	-3.815609e+01	-4.519358e+01
6650	-1.6801	-0.728238	-0.90962	0.0667486	0.375967	0.432673	0.482781	-1.66646	-0.219701	-0.216219	-1.62354	-0.282088	-0.0344948	-1.61884	-0.89064	-0.71203	-1.77386	-1.45159	-0.804849	-4.534394e+00	-3.659301e+01	-4.112741e+01
6660	-1.2534	-0.220412	-1.93982	0.153344	0.778114	0.368329	0.499646	-1.56572	-1.97922	-1.64076	-1.19615	-2.00881	-1.91787	-0.963045	-0.325312	-1.05784	-1.07945	-1.13862	-0.965959	-1.215714e+01	-3.607577e+01	-4.823291e+01
6670	-1.36203	-1.4397	-1.45097	0.703254	0.483912	0.149345	0.493034	-1.74267	-1.04119	-1.64076	-1.47357	-1.78785	-1.53903	-0.58505	-1.60097	-0.925136	-1.54935	-2.44799	-1.16306	-1.217402e+01	-3.627295e+01	-4.844697e+01
6680	-0.818978	-2.07397	-1.23184	0.345982	0.165416	0.0772665	0.409879	-1.39014	-1.95592	-1.64076	-1.98623	-2.41074	-1.67299	-1.62021	-1.80439	-1.22394	-1.53526	-1.80128	-1.03701	-3.818505e+00	-3.949078e+01	-4.330928e+01
6690	-0.755526	-2.7268	-1.72465	0.395179	0.165416	0.103214	0.499733	-1.36053	-2.58132	-1.67808	-1.47351	-2.44324	-1.99453	-0.584103	-2.16741	-2.03695	-0.287073	-1.38941	-2.38751	-5.944280e+00	-3.607323e+01	-4.201751e+01
